arquivo,nome,classe_preliminar,versao_max_detectada,extensao,linhas,tamanho_bytes,titulo,arquivo_existe,decisao_sugerida,acao_sugerida
relatorios/atuais/RELATORIO_CONSOLIDADO_BASELINES_HISTORICAS_V061_V090.md,RELATORIO_CONSOLIDADO_BASELINES_HISTORICAS_V061_V090.md,RASTREABILIDADE_CONSOLIDADA,90.0,.md,944,55440,Relatório consolidado — baselines históricas V061–V090,True,MANTER_RASTREABILIDADE_CONSOLIDADA,Manter; substitui blocos granulares já removidos ou consolidados.
relatorios/atuais/RELATORIO_CONSOLIDADO_BASELINES_HISTORICAS_V091_V120.md,RELATORIO_CONSOLIDADO_BASELINES_HISTORICAS_V091_V120.md,RASTREABILIDADE_CONSOLIDADA,120.0,.md,684,28634,Relatório consolidado — baselines históricas V091–V120,True,MANTER_RASTREABILIDADE_CONSOLIDADA,Manter; substitui blocos granulares já removidos ou consolidados.
relatorios/atuais/RELATORIO_CONSOLIDADO_BASELINES_HISTORICAS_V121_V150.md,RELATORIO_CONSOLIDADO_BASELINES_HISTORICAS_V121_V150.md,RASTREABILIDADE_CONSOLIDADA,150.0,.md,397,14287,Relatório consolidado — baselines históricas V121–V150,True,MANTER_RASTREABILIDADE_CONSOLIDADA,Manter; substitui blocos granulares já removidos ou consolidados.
relatorios/atuais/RELATORIO_CONSOLIDADO_CONTRATOS_INTERMEDIARIOS_HISTORICO.md,RELATORIO_CONSOLIDADO_CONTRATOS_INTERMEDIARIOS_HISTORICO.md,RASTREABILIDADE_CONSOLIDADA,,.md,874,51660,Relatório consolidado — contratos intermediários históricos,True,MANTER_RASTREABILIDADE_CONSOLIDADA,Manter; substitui blocos granulares já removidos ou consolidados.
relatorios/atuais/RELATORIO_CONSOLIDADO_DOCUMENTACAO_BASELINE_HISTORICO.md,RELATORIO_CONSOLIDADO_DOCUMENTACAO_BASELINE_HISTORICO.md,RASTREABILIDADE_CONSOLIDADA,,.md,192,8927,Relatório consolidado — histórico de documentação de baseline,True,MANTER_RASTREABILIDADE_CONSOLIDADA,Manter; substitui blocos granulares já removidos ou consolidados.
relatorios/atuais/RELATORIO_CONSOLIDADO_ESTRUTURAS_HISTORICAS_V031_V060.md,RELATORIO_CONSOLIDADO_ESTRUTURAS_HISTORICAS_V031_V060.md,RASTREABILIDADE_CONSOLIDADA,60.0,.md,165,6540,Relatório consolidado — estruturas históricas V031–V060,True,MANTER_RASTREABILIDADE_CONSOLIDADA,Manter; substitui blocos granulares já removidos ou consolidados.
relatorios/atuais/RELATORIO_CONSOLIDADO_ESTRUTURAS_HISTORICAS_V061_V090.md,RELATORIO_CONSOLIDADO_ESTRUTURAS_HISTORICAS_V061_V090.md,RASTREABILIDADE_CONSOLIDADA,90.0,.md,884,36278,Relatório consolidado — estruturas históricas V061–V090,True,MANTER_RASTREABILIDADE_CONSOLIDADA,Manter; substitui blocos granulares já removidos ou consolidados.
relatorios/atuais/RELATORIO_CONSOLIDADO_ESTRUTURAS_HISTORICAS_V091_V120.md,RELATORIO_CONSOLIDADO_ESTRUTURAS_HISTORICAS_V091_V120.md,RASTREABILIDADE_CONSOLIDADA,120.0,.md,629,25511,Relatório consolidado — estruturas históricas V091–V120,True,MANTER_RASTREABILIDADE_CONSOLIDADA,Manter; substitui blocos granulares já removidos ou consolidados.
relatorios/atuais/RELATORIO_CONSOLIDADO_ESTRUTURAS_HISTORICAS_V121_V150.md,RELATORIO_CONSOLIDADO_ESTRUTURAS_HISTORICAS_V121_V150.md,RASTREABILIDADE_CONSOLIDADA,150.0,.md,475,18041,Relatório consolidado — estruturas históricas V121–V150,True,MANTER_RASTREABILIDADE_CONSOLIDADA,Manter; substitui blocos granulares já removidos ou consolidados.
relatorios/atuais/RELATORIO_CONSOLIDADO_LIMPEZA_REPOSITORIO_HISTORICO.md,RELATORIO_CONSOLIDADO_LIMPEZA_REPOSITORIO_HISTORICO.md,RASTREABILIDADE_CONSOLIDADA,,.md,203,9579,Relatório consolidado — histórico de limpeza do repositório,True,MANTER_RASTREABILIDADE_CONSOLIDADA,Manter; substitui blocos granulares já removidos ou consolidados.
relatorios/atuais/RELATORIO_CONSOLIDADO_LOGS_ITERACOES.md,RELATORIO_CONSOLIDADO_LOGS_ITERACOES.md,RASTREABILIDADE_CONSOLIDADA,,.md,569,20709,Relatório consolidado dos logs de iteração,True,MANTER_RASTREABILIDADE_CONSOLIDADA,Manter; substitui blocos granulares já removidos ou consolidados.
relatorios/atuais/RELATORIO_CONSOLIDADO_OBJETIVO_FINAL_HISTORICO.md,RELATORIO_CONSOLIDADO_OBJETIVO_FINAL_HISTORICO.md,RASTREABILIDADE_CONSOLIDADA,,.md,152,9600,Relatório consolidado — histórico de objetivo final,True,MANTER_RASTREABILIDADE_CONSOLIDADA,Manter; substitui blocos granulares já removidos ou consolidados.
relatorios/atuais/RELATORIO_CONSOLIDADO_REORGANIZACAO_LOCAL_SWITCHING_HISTORICO.md,RELATORIO_CONSOLIDADO_REORGANIZACAO_LOCAL_SWITCHING_HISTORICO.md,RASTREABILIDADE_CONSOLIDADA,,.md,380,19845,Relatório consolidado — histórico de reorganização local e switching,True,MANTER_RASTREABILIDADE_CONSOLIDADA,Manter; substitui blocos granulares já removidos ou consolidados.
relatorios/atuais/RELATORIO_CONSOLIDADO_VALIDACOES_DIARIAS_HISTORICO.md,RELATORIO_CONSOLIDADO_VALIDACOES_DIARIAS_HISTORICO.md,RASTREABILIDADE_CONSOLIDADA,,.md,272,13529,Relatório consolidado — histórico de validações diárias,True,MANTER_RASTREABILIDADE_CONSOLIDADA,Manter; substitui blocos granulares já removidos ou consolidados.
relatorios/atuais/RELATORIO_CONSOLIDADO_VALIDACOES_HISTORICAS_V001_V030.md,RELATORIO_CONSOLIDADO_VALIDACOES_HISTORICAS_V001_V030.md,RASTREABILIDADE_CONSOLIDADA,30.0,.md,658,20888,Relatório consolidado — validações históricas V001–V030,True,MANTER_RASTREABILIDADE_CONSOLIDADA,Manter; substitui blocos granulares já removidos ou consolidados.
relatorios/atuais/RELATORIO_CONSOLIDADO_VALIDACOES_HISTORICAS_V031_V060.md,RELATORIO_CONSOLIDADO_VALIDACOES_HISTORICAS_V031_V060.md,RASTREABILIDADE_CONSOLIDADA,60.0,.md,671,24581,Relatório consolidado — validações históricas V031–V060,True,MANTER_RASTREABILIDADE_CONSOLIDADA,Manter; substitui blocos granulares já removidos ou consolidados.
relatorios/atuais/RELATORIO_CONSOLIDADO_VALIDACOES_HISTORICAS_V061_V090.md,RELATORIO_CONSOLIDADO_VALIDACOES_HISTORICAS_V061_V090.md,RASTREABILIDADE_CONSOLIDADA,90.0,.md,893,34552,Relatório consolidado — validações históricas V061–V090,True,MANTER_RASTREABILIDADE_CONSOLIDADA,Manter; substitui blocos granulares já removidos ou consolidados.
relatorios/atuais/RELATORIO_CONSOLIDADO_VALIDACOES_HISTORICAS_V091_V120.md,RELATORIO_CONSOLIDADO_VALIDACOES_HISTORICAS_V091_V120.md,RASTREABILIDADE_CONSOLIDADA,120.0,.md,630,22099,Relatório consolidado — validações históricas V091–V120,True,MANTER_RASTREABILIDADE_CONSOLIDADA,Manter; substitui blocos granulares já removidos ou consolidados.
relatorios/atuais/RELATORIO_CONSOLIDADO_VALIDACOES_HISTORICAS_V121_V150.md,RELATORIO_CONSOLIDADO_VALIDACOES_HISTORICAS_V121_V150.md,RASTREABILIDADE_CONSOLIDADA,150.0,.md,438,14630,Relatório consolidado — validações históricas V121–V150,True,MANTER_RASTREABILIDADE_CONSOLIDADA,Manter; substitui blocos granulares já removidos ou consolidados.
relatorios/atuais/RELATORIO_CONSOLIDADO_VALIDACOES_RD_2026_04_28.md,RELATORIO_CONSOLIDADO_VALIDACOES_RD_2026_04_28.md,RASTREABILIDADE_CONSOLIDADA,,.md,150,6950,Relatório consolidado das validações RD — 2026-04-28,True,MANTER_RASTREABILIDADE_CONSOLIDADA,Manter; substitui blocos granulares já removidos ou consolidados.
