arquivo,nome,classe_preliminar,versao_max_detectada,extensao,linhas,tamanho_bytes,titulo
relatorios/atuais/INDICE_MESTRE_ESTRUTURAS_HISTORICAS.md,INDICE_MESTRE_ESTRUTURAS_HISTORICAS.md,INDICE_RASTREABILIDADE,,.md,40,2486,Índice-mestre — estruturas históricas consolidadas
relatorios/atuais/INDICE_MESTRE_VALIDACOES_HISTORICAS.md,INDICE_MESTRE_VALIDACOES_HISTORICAS.md,INDICE_RASTREABILIDADE,,.md,38,2470,Índice-mestre — validações históricas consolidadas
relatorios/atuais/INTEGRACAO_FUNCIONAL_APORTES_FUTUROS_V216.md,INTEGRACAO_FUNCIONAL_APORTES_FUTUROS_V216.md,REVISAO_MANUAL,216,.md,121,4262,INTEGRAÇÃO FUNCIONAL DE APORTES FUTUROS — V216
relatorios/atuais/INVENTARIO_RASTREADO_POS_LIMPEZA.md,INVENTARIO_RASTREADO_POS_LIMPEZA.md,MATERIAL_LIMPEZA_AUDITORIA,,.md,791,50221,INVENTARIO_RASTREADO_POS_LIMPEZA.md
relatorios/atuais/LEIA-ME_OPERACIONAL.md,LEIA-ME_OPERACIONAL.md,REVISAO_MANUAL,,.md,66,2811,LEIA-ME operacional — V208
relatorios/atuais/MAPA_SCRIPTS_V201.md,MAPA_SCRIPTS_V201.md,DOCUMENTO_VIGENTE_CANDIDATO,201,.md,295,31952,MAPA DE SCRIPTS — V201
relatorios/atuais/MODELO_MATEMATICO_ESTATISTICO_FINANCEIRO_OFICIAL_V182.md,MODELO_MATEMATICO_ESTATISTICO_FINANCEIRO_OFICIAL_V182.md,DOCUMENTO_VIGENTE_CANDIDATO,182,.md,867,23255,MODELO MATEMÁTICO ESTATÍSTICO-FINANCEIRO FINAL DO PROJETO `payment-investment-allocation`
relatorios/atuais/PLANO_LIMPEZA_REPOSITORIO_POS_RD.md,PLANO_LIMPEZA_REPOSITORIO_POS_RD.md,REVISAO_MANUAL,,.md,43,1764,Plano de limpeza do repositório pós-RD
relatorios/atuais/PROMOCAO_CONTROLADA_BASELINE_V225.md,PROMOCAO_CONTROLADA_BASELINE_V225.md,REVISAO_MANUAL,225,.md,84,2420,PROMOÇÃO CONTROLADA DE BASELINE — V225
relatorios/atuais/RELATORIO_CONSOLIDADO_AUDITORIAS_ESPECIFICAS_RAIZ_HISTORICO.md,RELATORIO_CONSOLIDADO_AUDITORIAS_ESPECIFICAS_RAIZ_HISTORICO.md,RASTREABILIDADE_CONSOLIDADA,,.md,703,34659,Relatório consolidado — auditorias específicas históricas da raiz
relatorios/atuais/RELATORIO_CONSOLIDADO_AUDITORIAS_RANKING_HISTORICO.md,RELATORIO_CONSOLIDADO_AUDITORIAS_RANKING_HISTORICO.md,RASTREABILIDADE_CONSOLIDADA,,.md,149,8080,Relatório consolidado — auditorias históricas de ranking
relatorios/atuais/RELATORIO_CONSOLIDADO_AUDITORIAS_REORGANIZACAO_HISTORICO.md,RELATORIO_CONSOLIDADO_AUDITORIAS_REORGANIZACAO_HISTORICO.md,RASTREABILIDADE_CONSOLIDADA,,.md,156,7548,Relatório consolidado — auditorias históricas de reorganização
relatorios/atuais/RELATORIO_CONSOLIDADO_AUDITORIAS_SHADOW_LEGACY_HISTORICO.md,RELATORIO_CONSOLIDADO_AUDITORIAS_SHADOW_LEGACY_HISTORICO.md,RASTREABILIDADE_CONSOLIDADA,,.md,174,9948,Relatório consolidado — auditorias históricas de shadow legacy
relatorios/atuais/RELATORIO_CONSOLIDADO_AUDITORIAS_TEMPORAIS_HISTORICO.md,RELATORIO_CONSOLIDADO_AUDITORIAS_TEMPORAIS_HISTORICO.md,RASTREABILIDADE_CONSOLIDADA,,.md,585,34675,Relatório consolidado — auditorias históricas temporais
relatorios/atuais/RELATORIO_CONSOLIDADO_BASELINES_HISTORICAS_V001_V030.md,RELATORIO_CONSOLIDADO_BASELINES_HISTORICAS_V001_V030.md,RASTREABILIDADE_CONSOLIDADA,30,.md,516,16953,Relatório consolidado — baselines históricas V001–V030
relatorios/atuais/RELATORIO_CONSOLIDADO_BASELINES_HISTORICAS_V031_V060.md,RELATORIO_CONSOLIDADO_BASELINES_HISTORICAS_V031_V060.md,RASTREABILIDADE_CONSOLIDADA,60,.md,661,33554,Relatório consolidado — baselines históricas V031–V060
relatorios/atuais/RELATORIO_CONSOLIDADO_BASELINES_HISTORICAS_V061_V090.md,RELATORIO_CONSOLIDADO_BASELINES_HISTORICAS_V061_V090.md,RASTREABILIDADE_CONSOLIDADA,90,.md,944,55440,Relatório consolidado — baselines históricas V061–V090
relatorios/atuais/RELATORIO_CONSOLIDADO_BASELINES_HISTORICAS_V091_V120.md,RELATORIO_CONSOLIDADO_BASELINES_HISTORICAS_V091_V120.md,RASTREABILIDADE_CONSOLIDADA,120,.md,684,28634,Relatório consolidado — baselines históricas V091–V120
relatorios/atuais/RELATORIO_CONSOLIDADO_BASELINES_HISTORICAS_V121_V150.md,RELATORIO_CONSOLIDADO_BASELINES_HISTORICAS_V121_V150.md,RASTREABILIDADE_CONSOLIDADA,150,.md,397,14287,Relatório consolidado — baselines históricas V121–V150
relatorios/atuais/RELATORIO_CONSOLIDADO_CONTRATOS_INTERMEDIARIOS_HISTORICO.md,RELATORIO_CONSOLIDADO_CONTRATOS_INTERMEDIARIOS_HISTORICO.md,RASTREABILIDADE_CONSOLIDADA,,.md,874,51660,Relatório consolidado — contratos intermediários históricos
relatorios/atuais/RELATORIO_CONSOLIDADO_DOCUMENTACAO_BASELINE_HISTORICO.md,RELATORIO_CONSOLIDADO_DOCUMENTACAO_BASELINE_HISTORICO.md,RASTREABILIDADE_CONSOLIDADA,,.md,192,8927,Relatório consolidado — histórico de documentação de baseline
relatorios/atuais/RELATORIO_CONSOLIDADO_ESTRUTURAS_HISTORICAS_V031_V060.md,RELATORIO_CONSOLIDADO_ESTRUTURAS_HISTORICAS_V031_V060.md,RASTREABILIDADE_CONSOLIDADA,60,.md,165,6540,Relatório consolidado — estruturas históricas V031–V060
relatorios/atuais/RELATORIO_CONSOLIDADO_ESTRUTURAS_HISTORICAS_V061_V090.md,RELATORIO_CONSOLIDADO_ESTRUTURAS_HISTORICAS_V061_V090.md,RASTREABILIDADE_CONSOLIDADA,90,.md,884,36278,Relatório consolidado — estruturas históricas V061–V090
relatorios/atuais/RELATORIO_CONSOLIDADO_ESTRUTURAS_HISTORICAS_V091_V120.md,RELATORIO_CONSOLIDADO_ESTRUTURAS_HISTORICAS_V091_V120.md,RASTREABILIDADE_CONSOLIDADA,120,.md,629,25511,Relatório consolidado — estruturas históricas V091–V120
relatorios/atuais/RELATORIO_CONSOLIDADO_ESTRUTURAS_HISTORICAS_V121_V150.md,RELATORIO_CONSOLIDADO_ESTRUTURAS_HISTORICAS_V121_V150.md,RASTREABILIDADE_CONSOLIDADA,150,.md,475,18041,Relatório consolidado — estruturas históricas V121–V150
relatorios/atuais/RELATORIO_CONSOLIDADO_LIMPEZA_REPOSITORIO_HISTORICO.md,RELATORIO_CONSOLIDADO_LIMPEZA_REPOSITORIO_HISTORICO.md,RASTREABILIDADE_CONSOLIDADA,,.md,203,9579,Relatório consolidado — histórico de limpeza do repositório
relatorios/atuais/RELATORIO_CONSOLIDADO_LOGS_ITERACOES.md,RELATORIO_CONSOLIDADO_LOGS_ITERACOES.md,RASTREABILIDADE_CONSOLIDADA,,.md,569,20709,Relatório consolidado dos logs de iteração
relatorios/atuais/RELATORIO_CONSOLIDADO_OBJETIVO_FINAL_HISTORICO.md,RELATORIO_CONSOLIDADO_OBJETIVO_FINAL_HISTORICO.md,RASTREABILIDADE_CONSOLIDADA,,.md,152,9600,Relatório consolidado — histórico de objetivo final
relatorios/atuais/RELATORIO_CONSOLIDADO_REORGANIZACAO_LOCAL_SWITCHING_HISTORICO.md,RELATORIO_CONSOLIDADO_REORGANIZACAO_LOCAL_SWITCHING_HISTORICO.md,RASTREABILIDADE_CONSOLIDADA,,.md,380,19845,Relatório consolidado — histórico de reorganização local e switching
relatorios/atuais/RELATORIO_CONSOLIDADO_VALIDACOES_DIARIAS_HISTORICO.md,RELATORIO_CONSOLIDADO_VALIDACOES_DIARIAS_HISTORICO.md,RASTREABILIDADE_CONSOLIDADA,,.md,272,13529,Relatório consolidado — histórico de validações diárias
relatorios/atuais/RELATORIO_CONSOLIDADO_VALIDACOES_HISTORICAS_V001_V030.md,RELATORIO_CONSOLIDADO_VALIDACOES_HISTORICAS_V001_V030.md,RASTREABILIDADE_CONSOLIDADA,30,.md,658,20888,Relatório consolidado — validações históricas V001–V030
relatorios/atuais/RELATORIO_CONSOLIDADO_VALIDACOES_HISTORICAS_V031_V060.md,RELATORIO_CONSOLIDADO_VALIDACOES_HISTORICAS_V031_V060.md,RASTREABILIDADE_CONSOLIDADA,60,.md,671,24581,Relatório consolidado — validações históricas V031–V060
relatorios/atuais/RELATORIO_CONSOLIDADO_VALIDACOES_HISTORICAS_V061_V090.md,RELATORIO_CONSOLIDADO_VALIDACOES_HISTORICAS_V061_V090.md,RASTREABILIDADE_CONSOLIDADA,90,.md,893,34552,Relatório consolidado — validações históricas V061–V090
relatorios/atuais/RELATORIO_CONSOLIDADO_VALIDACOES_HISTORICAS_V091_V120.md,RELATORIO_CONSOLIDADO_VALIDACOES_HISTORICAS_V091_V120.md,RASTREABILIDADE_CONSOLIDADA,120,.md,630,22099,Relatório consolidado — validações históricas V091–V120
relatorios/atuais/RELATORIO_CONSOLIDADO_VALIDACOES_HISTORICAS_V121_V150.md,RELATORIO_CONSOLIDADO_VALIDACOES_HISTORICAS_V121_V150.md,RASTREABILIDADE_CONSOLIDADA,150,.md,438,14630,Relatório consolidado — validações históricas V121–V150
relatorios/atuais/RELATORIO_CONSOLIDADO_VALIDACOES_RD_2026_04_28.md,RELATORIO_CONSOLIDADO_VALIDACOES_RD_2026_04_28.md,RASTREABILIDADE_CONSOLIDADA,,.md,150,6950,Relatório consolidado das validações RD — 2026-04-28
relatorios/atuais/RELATORIO_FECHAMENTO_LIMPEZA_RELATORIOS_HISTORICO.md,RELATORIO_FECHAMENTO_LIMPEZA_RELATORIOS_HISTORICO.md,INDICE_RASTREABILIDADE,,.md,57,2088,Relatório de fechamento — limpeza de relatorios/historico
relatorios/atuais/STATUS_LOCAL_IGNORADOS_POS_LIMPEZA.txt,STATUS_LOCAL_IGNORADOS_POS_LIMPEZA.txt,REVISAO_MANUAL,,.txt,44,2330,STATUS_LOCAL_IGNORADOS_POS_LIMPEZA.txt
relatorios/atuais/VALIDACAO_LOCAL_V216.md,VALIDACAO_LOCAL_V216.md,DOCUMENTO_VIGENTE_CANDIDATO,216,.md,97,2814,VALIDAÇÃO LOCAL — V216
relatorios/atuais/VALIDACAO_LOCAL_V217.md,VALIDACAO_LOCAL_V217.md,DOCUMENTO_VIGENTE_CANDIDATO,217,.md,36,1347,VALIDAÇÃO LOCAL V217
relatorios/atuais/VALIDACAO_LOCAL_V218.md,VALIDACAO_LOCAL_V218.md,DOCUMENTO_VIGENTE_CANDIDATO,218,.md,59,1879,VALIDAÇÃO LOCAL — V218
relatorios/atuais/VALIDACAO_LOCAL_V219.md,VALIDACAO_LOCAL_V219.md,DOCUMENTO_VIGENTE_CANDIDATO,219,.md,57,1711,VALIDAÇÃO LOCAL — V219
relatorios/atuais/VALIDACAO_LOCAL_V220.md,VALIDACAO_LOCAL_V220.md,DOCUMENTO_VIGENTE_CANDIDATO,220,.md,22,681,VALIDAÇÃO LOCAL — V220
relatorios/atuais/VALIDACAO_LOCAL_V221.md,VALIDACAO_LOCAL_V221.md,DOCUMENTO_VIGENTE_CANDIDATO,221,.md,64,4300,VALIDAÇÃO LOCAL — V221
relatorios/atuais/VALIDACAO_LOCAL_V222.md,VALIDACAO_LOCAL_V222.md,DOCUMENTO_VIGENTE_CANDIDATO,222,.md,54,3151,VALIDAÇÃO LOCAL — V222
relatorios/atuais/VALIDACAO_LOCAL_V223.md,VALIDACAO_LOCAL_V223.md,DOCUMENTO_VIGENTE_CANDIDATO,223,.md,31,925,VALIDAÇÃO LOCAL — V223
relatorios/atuais/VALIDACAO_LOCAL_V224.md,VALIDACAO_LOCAL_V224.md,DOCUMENTO_VIGENTE_CANDIDATO,224,.md,25,654,VALIDAÇÃO LOCAL — V224
relatorios/atuais/VALIDACAO_LOCAL_V225.md,VALIDACAO_LOCAL_V225.md,DOCUMENTO_VIGENTE_CANDIDATO,225,.md,43,1152,VALIDAÇÃO LOCAL — V225
relatorios/atuais/limpeza_estrutura/RESUMO_AUDITORIA_ESTRUTURAL_PASTAS.md,RESUMO_AUDITORIA_ESTRUTURAL_PASTAS.md,MATERIAL_LIMPEZA_AUDITORIA,,.md,45,2329,Auditoria estrutural de pastas pós-limpeza
relatorios/atuais/limpeza_estrutura/RESUMO_INVENTARIO_BASELINES_HISTORICAS.md,RESUMO_INVENTARIO_BASELINES_HISTORICAS.md,MATERIAL_LIMPEZA_AUDITORIA,,.md,54,2667,Inventário das baselines históricas
relatorios/atuais/limpeza_estrutura/RESUMO_INVENTARIO_ESTRUTURAS_HISTORICAS.md,RESUMO_INVENTARIO_ESTRUTURAS_HISTORICAS.md,MATERIAL_LIMPEZA_AUDITORIA,,.md,29,881,Inventário das estruturas históricas do repositório
relatorios/atuais/limpeza_estrutura/RESUMO_INVENTARIO_RELATORIOS_HISTORICO.md,RESUMO_INVENTARIO_RELATORIOS_HISTORICO.md,MATERIAL_LIMPEZA_AUDITORIA,,.md,35,1215,Inventário de `relatorios/historico/`
relatorios/atuais/limpeza_estrutura/RESUMO_INVENTARIO_VALIDACOES_HISTORICAS.md,RESUMO_INVENTARIO_VALIDACOES_HISTORICAS.md,MATERIAL_LIMPEZA_AUDITORIA,,.md,23,754,Inventário das validações históricas
relatorios/atuais/limpeza_estrutura/auditoria_refinada_historico_saida_propria_v203.csv,auditoria_refinada_historico_saida_propria_v203.csv,MATERIAL_LIMPEZA_AUDITORIA,203,.csv,51,19353,auditoria_refinada_historico_saida_propria_v203.csv
relatorios/atuais/limpeza_estrutura/auditoria_relatorios_historico_artefatos_soltos.csv,auditoria_relatorios_historico_artefatos_soltos.csv,MATERIAL_LIMPEZA_AUDITORIA,,.csv,3,640,auditoria_relatorios_historico_artefatos_soltos.csv
relatorios/atuais/limpeza_estrutura/auditoria_relatorios_historico_auditorias_especificas_raiz.csv,auditoria_relatorios_historico_auditorias_especificas_raiz.csv,MATERIAL_LIMPEZA_AUDITORIA,,.csv,21,14036,auditoria_relatorios_historico_auditorias_especificas_raiz.csv
relatorios/atuais/limpeza_estrutura/auditoria_relatorios_historico_auditorias_ranking.csv,auditoria_relatorios_historico_auditorias_ranking.csv,MATERIAL_LIMPEZA_AUDITORIA,,.csv,5,3932,auditoria_relatorios_historico_auditorias_ranking.csv
relatorios/atuais/limpeza_estrutura/auditoria_relatorios_historico_auditorias_reorganizacao.csv,auditoria_relatorios_historico_auditorias_reorganizacao.csv,MATERIAL_LIMPEZA_AUDITORIA,,.csv,5,2657,auditoria_relatorios_historico_auditorias_reorganizacao.csv
relatorios/atuais/limpeza_estrutura/auditoria_relatorios_historico_auditorias_shadow_legacy.csv,auditoria_relatorios_historico_auditorias_shadow_legacy.csv,MATERIAL_LIMPEZA_AUDITORIA,,.csv,6,4611,auditoria_relatorios_historico_auditorias_shadow_legacy.csv
relatorios/atuais/limpeza_estrutura/auditoria_relatorios_historico_auditorias_temporal.csv,auditoria_relatorios_historico_auditorias_temporal.csv,MATERIAL_LIMPEZA_AUDITORIA,,.csv,16,14015,auditoria_relatorios_historico_auditorias_temporal.csv
relatorios/atuais/limpeza_estrutura/auditoria_relatorios_historico_contratos_intermediarios.csv,auditoria_relatorios_historico_contratos_intermediarios.csv,MATERIAL_LIMPEZA_AUDITORIA,,.csv,22,20662,auditoria_relatorios_historico_contratos_intermediarios.csv
relatorios/atuais/limpeza_estrutura/auditoria_relatorios_historico_documentacao_baseline.csv,auditoria_relatorios_historico_documentacao_baseline.csv,MATERIAL_LIMPEZA_AUDITORIA,,.csv,7,4195,auditoria_relatorios_historico_documentacao_baseline.csv
relatorios/atuais/limpeza_estrutura/auditoria_relatorios_historico_limpeza_repositorio.csv,auditoria_relatorios_historico_limpeza_repositorio.csv,MATERIAL_LIMPEZA_AUDITORIA,,.csv,7,4215,auditoria_relatorios_historico_limpeza_repositorio.csv
relatorios/atuais/limpeza_estrutura/auditoria_relatorios_historico_objetivo_final.csv,auditoria_relatorios_historico_objetivo_final.csv,MATERIAL_LIMPEZA_AUDITORIA,,.csv,5,4412,auditoria_relatorios_historico_objetivo_final.csv
relatorios/atuais/limpeza_estrutura/auditoria_relatorios_historico_reorganizacao_local_switching.csv,auditoria_relatorios_historico_reorganizacao_local_switching.csv,MATERIAL_LIMPEZA_AUDITORIA,,.csv,12,9885,auditoria_relatorios_historico_reorganizacao_local_switching.csv
relatorios/atuais/limpeza_estrutura/auditoria_relatorios_historico_validacoes_diarias.csv,auditoria_relatorios_historico_validacoes_diarias.csv,MATERIAL_LIMPEZA_AUDITORIA,,.csv,9,6343,auditoria_relatorios_historico_validacoes_diarias.csv
relatorios/atuais/limpeza_estrutura/auditoria_saidas_diagnostico.csv,auditoria_saidas_diagnostico.csv,MATERIAL_LIMPEZA_AUDITORIA,,.csv,3,3129,auditoria_saidas_diagnostico.csv
relatorios/atuais/limpeza_estrutura/inventario_pastas_profundidade_1.csv,inventario_pastas_profundidade_1.csv,MATERIAL_LIMPEZA_AUDITORIA,,.csv,12,1080,inventario_pastas_profundidade_1.csv
relatorios/atuais/limpeza_estrutura/inventario_pastas_profundidade_2.csv,inventario_pastas_profundidade_2.csv,MATERIAL_LIMPEZA_AUDITORIA,,.csv,34,3511,inventario_pastas_profundidade_2.csv
relatorios/atuais/limpeza_estrutura/inventario_pastas_profundidade_3.csv,inventario_pastas_profundidade_3.csv,MATERIAL_LIMPEZA_AUDITORIA,,.csv,48,5109,inventario_pastas_profundidade_3.csv
relatorios/atuais/limpeza_estrutura/inventario_relatorios_historico.csv,inventario_relatorios_historico.csv,MATERIAL_LIMPEZA_AUDITORIA,,.csv,413,68411,inventario_relatorios_historico.csv
relatorios/atuais/limpeza_estrutura/inventario_relatorios_historico_baselines.csv,inventario_relatorios_historico_baselines.csv,MATERIAL_LIMPEZA_AUDITORIA,,.csv,115,52608,inventario_relatorios_historico_baselines.csv
relatorios/atuais/limpeza_estrutura/inventario_relatorios_historico_estruturas.csv,inventario_relatorios_historico_estruturas.csv,MATERIAL_LIMPEZA_AUDITORIA,,.csv,77,37050,inventario_relatorios_historico_estruturas.csv
relatorios/atuais/limpeza_estrutura/inventario_relatorios_historico_validacoes.csv,inventario_relatorios_historico_validacoes.csv,MATERIAL_LIMPEZA_AUDITORIA,,.csv,117,45852,inventario_relatorios_historico_validacoes.csv
relatorios/atuais/limpeza_estrutura/status_local_ignorados_estrutura.txt,status_local_ignorados_estrutura.txt,MATERIAL_LIMPEZA_AUDITORIA,,.txt,45,2323,status_local_ignorados_estrutura.txt
relatorios/atuais/limpeza_scripts/RESUMO_AUDITORIA_REFINADA_CANDIDATOS_REMOCAO.md,RESUMO_AUDITORIA_REFINADA_CANDIDATOS_REMOCAO.md,MATERIAL_LIMPEZA_AUDITORIA,,.md,22,980,Auditoria refinada dos candidatos à remoção em `scripts/diagnostico/`
relatorios/atuais/limpeza_scripts/RESUMO_INVENTARIO_SCRIPTS_DIAGNOSTICO.md,RESUMO_INVENTARIO_SCRIPTS_DIAGNOSTICO.md,MATERIAL_LIMPEZA_AUDITORIA,,.md,30,1184,Inventário preliminar de `scripts/diagnostico/`
relatorios/atuais/limpeza_scripts/auditoria_referencias_candidatos_remocao.csv,auditoria_referencias_candidatos_remocao.csv,MATERIAL_LIMPEZA_AUDITORIA,,.csv,34,35811,auditoria_referencias_candidatos_remocao.csv
relatorios/atuais/limpeza_scripts/auditoria_refinada_referencias_candidatos_remocao.csv,auditoria_refinada_referencias_candidatos_remocao.csv,MATERIAL_LIMPEZA_AUDITORIA,,.csv,34,8184,auditoria_refinada_referencias_candidatos_remocao.csv
relatorios/atuais/limpeza_scripts/auditoria_wrappers_temporal_decisao.csv,auditoria_wrappers_temporal_decisao.csv,MATERIAL_LIMPEZA_AUDITORIA,,.csv,8,2285,auditoria_wrappers_temporal_decisao.csv
relatorios/atuais/limpeza_scripts/candidatos_remocao_scripts_diagnostico.csv,candidatos_remocao_scripts_diagnostico.csv,MATERIAL_LIMPEZA_AUDITORIA,,.csv,34,7559,candidatos_remocao_scripts_diagnostico.csv
relatorios/atuais/limpeza_scripts/inventario_scripts_diagnostico.csv,inventario_scripts_diagnostico.csv,MATERIAL_LIMPEZA_AUDITORIA,,.csv,80,17502,inventario_scripts_diagnostico.csv
