arquivo,nome,tipo,versao_detectada,faixa_versao,linhas,tamanho_bytes,titulo,primeiras_linhas
relatorios/historico/validacoes/VALIDACAO_LOCAL_V114.md,VALIDACAO_LOCAL_V114.md,validacao_local,114,V091_V120,15,561,Validação local V114,# Validação local V114 | Validações executadas: | - `python aplicacao/console/principal.py` | - `python scripts/operacional/gerar_planilha_operacional.py` | - `python scripts/diagnostico/inspecionar_motor_recomendacao_pagamentos_switching_v1.py` | - `python scripts/diagnostico/verificar_release_baseline.py`
relatorios/historico/validacoes/VALIDACAO_LOCAL_V115.md,VALIDACAO_LOCAL_V115.md,validacao_local,115,V091_V120,15,545,Validação local V115,# Validação local V115 | Validações executadas: | - `python aplicacao/console/principal.py` | - `python scripts/operacional/gerar_planilha_operacional.py` | - `python scripts/diagnostico/inspecionar_motor_recomendacao_pagamentos_switching_v1.py` | - `python scripts/diagnostico/verificar_release_baseline.py`
relatorios/historico/validacoes/VALIDACAO_LOCAL_V116.md,VALIDACAO_LOCAL_V116.md,validacao_local,116,V091_V120,16,648,Validação local V116,# Validação local V116 | ## Execuções mínimas realizadas | - `python scripts/diagnostico/inspecionar_motor_recomendacao_pagamentos_switching_v1.py` | - `python scripts/diagnostico/inspecionar_recomputacao_sequencial_central_v1.py` | - `python aplicacao/console/principal.py` | - `python scripts/operacional/gerar_planilha_operacional.py`
relatorios/historico/validacoes/VALIDACAO_LOCAL_V117.md,VALIDACAO_LOCAL_V117.md,validacao_local,117,V091_V120,18,831,Validação local V117,# Validação local V117 | ## Execuções mínimas realizadas | - `python -m py_compile nucleo/planejador_switching_temporal_v1.py` | - `python -m py_compile nucleo/alocador_pagamentos_terminal_v1.py` | - `python -m py_compile nucleo/simulador_central_eventos_v1.py` | - `python -m py_compile nucleo/avaliador_cenarios_conjuntos_v1.py`
relatorios/historico/validacoes/VALIDACAO_LOCAL_V118.md,VALIDACAO_LOCAL_V118.md,validacao_local,118,V091_V120,29,1187,Validação local V118,# Validação local V118 | ## Escopo validado | Validação da primeira integração funcional mínima da camada temporal conjunta. | ## Rotinas executadas
relatorios/historico/validacoes/VALIDACAO_LOCAL_V119.md,VALIDACAO_LOCAL_V119.md,validacao_local,119,V091_V120,15,627,Validação local V119,# Validação local V119 | ## Execuções mínimas | - `python scripts/diagnostico/inspecionar_integracao_funcional_minima_v117.py` | - `python aplicacao/console/principal.py` | - `python scripts/operacional/gerar_planilha_operacional.py` | - `python scripts/diagnostico/verificar_release_baseline.py`
relatorios/historico/validacoes/VALIDACAO_LOCAL_V12.md,VALIDACAO_LOCAL_V12.md,validacao_local,12,V001_V030,30,875,Validação local V12,# Validação local V12 | Esta validação foi executada no ambiente disponível antes da entrega da V12. | ## Comandos executados | ```bash | python aplicacao/principal.py
relatorios/historico/validacoes/VALIDACAO_LOCAL_V120.md,VALIDACAO_LOCAL_V120.md,validacao_local,120,V091_V120,16,742,Validação local V120,# Validação local V120 | ## Rotinas executadas | - `python scripts/diagnostico/inspecionar_integracao_funcional_minima_v117.py` | - `python scripts/diagnostico/inspecionar_contrato_v117.py` | - `python aplicacao/console/principal.py` | - `python scripts/operacional/gerar_planilha_operacional.py`
relatorios/historico/validacoes/VALIDACAO_LOCAL_V121.md,VALIDACAO_LOCAL_V121.md,validacao_local,121,V121_V150,17,792,Validação local V121,# Validação local V121 | ## Rotinas executadas | - `python scripts/diagnostico/inspecionar_integracao_funcional_minima_v117.py` | - `python scripts/diagnostico/inspecionar_contrato_v117.py` | - `python aplicacao/console/principal.py` | - `python scripts/operacional/gerar_planilha_operacional.py`
relatorios/historico/validacoes/VALIDACAO_LOCAL_V122.md,VALIDACAO_LOCAL_V122.md,validacao_local,122,V121_V150,14,599,Validação local V122,# Validação local V122 | ## Execuções mínimas realizadas | - `python scripts/diagnostico/inspecionar_planejador_switching_temporal_horizonte_longo_v122.py` | - `python aplicacao/console/principal.py` | - `python scripts/operacional/gerar_planilha_operacional.py` | - `python scripts/diagnostico/verificar_release_baseline.py`
relatorios/historico/validacoes/VALIDACAO_LOCAL_V123.md,VALIDACAO_LOCAL_V123.md,validacao_local,123,V121_V150,6,159,Validação local V123,# Validação local V123 | - ranking Carteira estabilizado executado | - console principal executado | - planilha operacional executada | - release checker executado
relatorios/historico/validacoes/VALIDACAO_LOCAL_V124.md,VALIDACAO_LOCAL_V124.md,validacao_local,124,V121_V150,8,328,Validação local V124,# Validação local V124 | Validações mínimas desta derivação: | - `python scripts/diagnostico/inspecionar_simulacao_central_controlada_horizonte_longo_v124.py` | - `python aplicacao/console/principal.py` | - `python scripts/operacional/gerar_planilha_operacional.py` | - `python scripts/diagnostico/verificar_release_baseline.py`
relatorios/historico/validacoes/VALIDACAO_LOCAL_V125.md,VALIDACAO_LOCAL_V125.md,validacao_local,125,V121_V150,8,390,Validação local V125,"# Validação local V125 | Validações mínimas desta derivação: | - auditoria multihorizonte consolidada a partir de execuções locais segmentadas dos horizontes 30, 45, 60, 75, 90, 120, 150, 180, 210, 240, 270 e 360 dias; | - `python aplicacao/console/principal.py` | - `python scripts/operacional/gerar_planilha_operacional.py` | - `python scripts/diagnostico/verificar_release_baseline.py`"
relatorios/historico/validacoes/VALIDACAO_LOCAL_V126.md,VALIDACAO_LOCAL_V126.md,validacao_local,126,V121_V150,8,431,Validação local V126,"# Validação local V126 | Validações executadas: | - `python scripts/diagnostico/consolidar_grade_diaria_switching_v126.py` | - `python scripts/operacional/gerar_planilha_operacional.py` | - `python scripts/diagnostico/verificar_release_baseline.py` | Observação: a auditoria diária foi consolidada em blocos de 5 dias para a janela inicial de 30 dias, preservando a lógica diária sem reduzir a análise a poucos horizontes fixos."
relatorios/historico/validacoes/VALIDACAO_LOCAL_V127.md,VALIDACAO_LOCAL_V127.md,validacao_local,127,V121_V150,9,351,Validação local V127,# Validação local V127 | Validações executadas nesta entrega: | - compilação dos módulos alterados da camada temporal; | - execução segmentada da grade diária em blocos de 3 dias; | - consolidação local de 30 dias da janela diária (`2026-04-21` a `2026-05-20`); | - geração do relatório operacional da baseline;
relatorios/historico/validacoes/VALIDACAO_LOCAL_V128.md,VALIDACAO_LOCAL_V128.md,validacao_local,128,V121_V150,9,334,Validação local V128,# Validação local V128 | Validações executadas nesta entrega: | - continuação da grade diária integral em blocos de 3 dias após `2026-05-20`; | - consolidação da auditoria diária ampliada até `2026-08-18`; | - geração do JSON consolidado V128; | - geração do relatório operacional da baseline;
relatorios/historico/validacoes/VALIDACAO_LOCAL_V129.md,VALIDACAO_LOCAL_V129.md,validacao_local,129,V121_V150,6,264,Validação local V129,# Validação local V129 | Validações executadas: | - carga do contexto baseline com parâmetros corrigidos da Carteira; | - auditoria do ticket mínimo do `CDB XP 150%`; | - reavaliação focal da janela 2026-04-30 a 2026-05-02 com os 5 melhores destinos da Carteira.
relatorios/historico/validacoes/VALIDACAO_LOCAL_V13.md,VALIDACAO_LOCAL_V13.md,validacao_local,13,V001_V030,21,581,Validação local V13,# Validação local V13 | Esta validação foi executada no ambiente disponível antes da entrega da V13. | ## Comandos executados | ```bash | python aplicacao/principal.py
relatorios/historico/validacoes/VALIDACAO_LOCAL_V130.md,VALIDACAO_LOCAL_V130.md,validacao_local,130,V121_V150,8,340,Validação local V130,# Validação local V130 | Validações executadas na V130: | - execução segmentada da janela `2026-04-30` a `2026-05-20` em blocos de 3 dias via `inspecionar_grade_diaria_parametrizada_v130.py`; | - consolidação final via `consolidar_grade_diaria_parametrizada_v130.py`; | - geração da planilha operacional; | - release checker da baseline.
relatorios/historico/validacoes/VALIDACAO_LOCAL_V131.md,VALIDACAO_LOCAL_V131.md,validacao_local,131,V121_V150,10,400,Validação local — V131,# Validação local — V131 | Validações executadas nesta derivação: | - `python scripts/diagnostico/inspecionar_auditoria_cirurgica_bloco_8500_picpay_v131.py` | - `python aplicacao/console/principal.py` | - `python scripts/operacional/gerar_planilha_operacional.py` | - `python scripts/diagnostico/verificar_release_baseline.py`
relatorios/historico/validacoes/VALIDACAO_LOCAL_V132.md,VALIDACAO_LOCAL_V132.md,validacao_local,132,V121_V150,10,418,Validação local V132,# Validação local V132 | Validações executadas nesta versão: | - `python scripts/diagnostico/inspecionar_comparador_hibrido_switching_v132.py` | - `python aplicacao/console/principal.py` | - `python scripts/operacional/gerar_planilha_operacional.py` | - `python scripts/diagnostico/verificar_release_baseline.py`
relatorios/historico/validacoes/VALIDACAO_LOCAL_V133.md,VALIDACAO_LOCAL_V133.md,validacao_local,133,V121_V150,8,355,Validação local V133,# Validação local V133 | Validações executadas: | - execução em blocos da grade diária híbrida V133 para a janela `2026-04-30` a `2026-05-20`; | - consolidação oficial híbrida V133; | - `python aplicacao/console/principal.py`; | - `python scripts/operacional/gerar_planilha_operacional.py`; | - `python scripts/diagnostico/verificar_release_baseline.py`.
relatorios/historico/validacoes/VALIDACAO_LOCAL_V134.md,VALIDACAO_LOCAL_V134.md,validacao_local,134,V121_V150,8,250,Validação local V134,# Validação local V134 | Validações executadas nesta derivação: | - execução da grade diária híbrida V134 para 2026-05-21 a 2026-08-18; | - consolidação oficial híbrida V134; | - geração da planilha operacional V134; | - release checker V134.
relatorios/historico/validacoes/VALIDACAO_LOCAL_V135.md,VALIDACAO_LOCAL_V135.md,validacao_local,135,V121_V150,10,487,Validação local V135,# Validação local V135 | Validações executadas na V135: | - leitura e auditoria dos relatórios oficiais híbridos V133 e V134; | - auditoria da base `dados_financeiros.xlsx` para quantificar lotes futuros não aportados e pagamentos após `2026-08-18`; | - geração do relatório de fechamento `AUDITORIA_FECHAMENTO_FRENTE_TEMPORAL_V135.md`; | - geração do artefato JSON `auditoria_fechamento_frente_temporal_v135.json`;
relatorios/historico/validacoes/VALIDACAO_LOCAL_V136.md,VALIDACAO_LOCAL_V136.md,validacao_local,136,V121_V150,9,279,Validação local V136,# Validação local V136 | Validações executadas na V136: | - auditoria de ativação dos 24 lotes futuros não aportados; | - prova tardia oficial híbrida em `2026-09-01`; | - prova tardia oficial híbrida em `2027-03-03`; | - geração dos relatórios V136;
relatorios/historico/validacoes/VALIDACAO_LOCAL_V137.md,VALIDACAO_LOCAL_V137.md,validacao_local,137,V121_V150,14,724,VALIDAÇÃO LOCAL V137,# VALIDAÇÃO LOCAL V137 | Comandos executados localmente nesta entrega: | - `python -m py_compile nucleo/alocador_pagamentos_terminal_v1.py` | - `python -m py_compile scripts/diagnostico/inspecionar_alocador_pagamentos_terminal_v137.py` | - `python scripts/diagnostico/inspecionar_alocador_pagamentos_terminal_v137.py` | - `python scripts/operacional/gerar_planilha_operacional.py`
relatorios/historico/validacoes/VALIDACAO_LOCAL_V138.md,VALIDACAO_LOCAL_V138.md,validacao_local,138,V121_V150,6,347,VALIDACAO LOCAL V138,# VALIDACAO LOCAL V138 | - `python -m py_compile nucleo/fluxo_pagamentos_terminal_v138.py` | - `python -m py_compile scripts/diagnostico/inspecionar_fluxo_pagamentos_terminal_recorte_curto_v138.py` | - `python scripts/diagnostico/inspecionar_fluxo_pagamentos_terminal_recorte_curto_v138.py` | - `python scripts/diagnostico/verificar_release_baseline.py`
relatorios/historico/validacoes/VALIDACAO_LOCAL_V14.md,VALIDACAO_LOCAL_V14.md,validacao_local,14,V001_V030,28,992,Validação local V14,"# Validação local V14 | Esta validação foi executada no ambiente disponível antes da entrega da V14. | ## Escopo da derivação | Centralização de utilitários neutros transversais em módulo próprio, sem abertura de replay do passado, núcleo financeiro, switching ou CDI operacional."
relatorios/historico/validacoes/VALIDACAO_LOCAL_V140.md,VALIDACAO_LOCAL_V140.md,validacao_local,140,V121_V150,11,450,Validação local V140,# Validação local V140 | Validações executadas nesta etapa: | - atualização do contrato documental da camada de pagamentos; | - criação do registro técnico das heurísticas prioritárias do Script 1; | - criação do registro Python das heurísticas contratadas; | - `python scripts/diagnostico/verificar_release_baseline.py`
relatorios/historico/validacoes/VALIDACAO_LOCAL_V15.md,VALIDACAO_LOCAL_V15.md,validacao_local,15,V001_V030,35,1048,Validação local V15,# Validação local V15 | Esta validação foi executada no ambiente disponível antes da entrega da V15. | ## Comandos executados | ```bash | python aplicacao/principal.py
relatorios/historico/validacoes/VALIDACAO_LOCAL_V16.md,VALIDACAO_LOCAL_V16.md,validacao_local,16,V001_V030,24,646,Validação local V16,# Validação local V16 | Esta validação foi executada no ambiente disponível antes da entrega da V16. | ## Comandos executados | ```bash | python aplicacao/principal.py
relatorios/historico/validacoes/VALIDACAO_LOCAL_V18.md,VALIDACAO_LOCAL_V18.md,validacao_local,18,V001_V030,37,1471,Validação local V18,# Validação local V18 | Esta validação foi executada no ambiente disponível antes da entrega da V18. | ## Comandos executados | ```bash | python aplicacao/principal.py
relatorios/historico/validacoes/VALIDACAO_LOCAL_V19.md,VALIDACAO_LOCAL_V19.md,validacao_local,19,V001_V030,3,190,Validação local V19,# Validação local V19 | Esta versão foi validada localmente após a remoção do fallback nominal específico e após o enquadramento explícito do score v1 como triagem preliminar proxy.
relatorios/historico/validacoes/VALIDACAO_LOCAL_V20.md,VALIDACAO_LOCAL_V20.md,validacao_local,20,V001_V030,10,273,Validação local V20,# Validação local V20 | Comandos executados antes da entrega: | ```bash | python aplicacao/principal.py | python scripts/inspecionar_base.py | ```
relatorios/historico/validacoes/VALIDACAO_LOCAL_V21.md,VALIDACAO_LOCAL_V21.md,validacao_local,21,V001_V030,23,605,Validação local V21,# Validação local V21 | Esta validação foi executada antes da entrega da V21. | ## Comandos executados | ```bash | python aplicacao/principal.py
relatorios/historico/validacoes/VALIDACAO_LOCAL_V22.md,VALIDACAO_LOCAL_V22.md,validacao_local,22,V001_V030,23,704,Validação local V22,# Validação local V22 | Esta validação foi executada no ambiente disponível antes da entrega da V22. | ## Comandos executados | ```bash | python aplicacao/principal.py
relatorios/historico/validacoes/VALIDACAO_LOCAL_V23.md,VALIDACAO_LOCAL_V23.md,validacao_local,23,V001_V030,17,543,Validação local V23,# Validação local V23 | Esta validação foi executada no ambiente disponível antes da entrega da V23. | ## Comandos executados | ```bash | python aplicacao/principal.py
relatorios/historico/validacoes/VALIDACAO_LOCAL_V24.md,VALIDACAO_LOCAL_V24.md,validacao_local,24,V001_V030,17,443,Validação local V24,# Validação local V24 | Esta validação foi executada no ambiente disponível antes da entrega da V24. | ## Comandos executados | ```bash | python aplicacao/principal.py
relatorios/historico/validacoes/VALIDACAO_LOCAL_V25.md,VALIDACAO_LOCAL_V25.md,validacao_local,25,V001_V030,14,540,VALIDAÇÃO LOCAL V25,# VALIDAÇÃO LOCAL V25 | Comandos executados: | ```bash | python aplicacao/principal.py | python scripts/inspecionar_base.py | ```
relatorios/historico/validacoes/VALIDACAO_LOCAL_V26.md,VALIDACAO_LOCAL_V26.md,validacao_local,26,V001_V030,1,82,VALIDACAO_LOCAL_V26.md,Validação local da V28 com fallback local do cache CDI em dados/cache_bcb.json.
relatorios/historico/validacoes/VALIDACAO_LOCAL_V27.md,VALIDACAO_LOCAL_V27.md,validacao_local,27,V001_V030,5,115,VALIDAÇÃO LOCAL V27,# VALIDAÇÃO LOCAL V27 | Comandos executados: | - python aplicacao/principal.py | - python scripts/inspecionar_base.py
relatorios/historico/validacoes/VALIDACAO_LOCAL_V28.md,VALIDACAO_LOCAL_V28.md,validacao_local,28,V001_V030,1,132,VALIDACAO_LOCAL_V28.md,Validação local da V28: leitura do fallback local em dados/cache_bcb.json e teste controlado da conversão/parse do cache do BCB.
relatorios/historico/validacoes/VALIDACAO_LOCAL_V29.md,VALIDACAO_LOCAL_V29.md,validacao_local,29,V001_V030,1,199,VALIDACAO_LOCAL_V29.md,Validação local da V29: python aplicacao/principal.py e python scripts/inspecionar_base.py executados com sucesso; tabela de inconsistências e auditoria comparativa dos lotes exibidas no console.
relatorios/historico/validacoes/VALIDACAO_LOCAL_V30.md,VALIDACAO_LOCAL_V30.md,validacao_local,30,V001_V030,3,99,VALIDACAO LOCAL V30,# VALIDACAO LOCAL V30 | Versão recriada a partir da V29 para materializar o estado lógico da V30.
relatorios/historico/validacoes/VALIDACAO_LOCAL_V31.md,VALIDACAO_LOCAL_V31.md,validacao_local,31,V031_V060,23,1132,VALIDACAO LOCAL V31,# VALIDACAO LOCAL V31 | Validação local executada com sucesso na baseline derivada da V30. | ## Comandos executados | - `python -m compileall aplicacao nucleo` | - `python scripts/inspecionar_base.py`
relatorios/historico/validacoes/VALIDACAO_LOCAL_V32.md,VALIDACAO_LOCAL_V32.md,validacao_local,32,V031_V060,30,1203,VALIDACAO LOCAL V32,# VALIDACAO LOCAL V32 | Validação local executada com sucesso na derivação V32. | ## Comandos executados | - `python -m compileall aplicacao nucleo` | - `python scripts/inspecionar_base.py`
relatorios/historico/validacoes/VALIDACAO_LOCAL_V33.md,VALIDACAO_LOCAL_V33.md,validacao_local,33,V031_V060,41,1503,VALIDACAO LOCAL V33,# VALIDACAO LOCAL V33 | Validação local executada com sucesso na derivação V33. | ## Comandos executados | - `python -m compileall aplicacao nucleo` | - `python scripts/inspecionar_base.py`
relatorios/historico/validacoes/VALIDACAO_LOCAL_V34.md,VALIDACAO_LOCAL_V34.md,validacao_local,34,V031_V060,41,1438,VALIDACAO LOCAL V34,# VALIDACAO LOCAL V34 | Validação local executada com sucesso na derivação V34. | ## Comandos executados | - `python -m compileall aplicacao nucleo` | - `python scripts/inspecionar_base.py`
relatorios/historico/validacoes/VALIDACAO_LOCAL_V35.md,VALIDACAO_LOCAL_V35.md,validacao_local,35,V031_V060,56,1807,VALIDACAO LOCAL V35,# VALIDACAO LOCAL V35 | Validação local executada com sucesso na derivação V35. | ## Comandos executados | - `python -m compileall aplicacao nucleo` | - `python scripts/inspecionar_base.py`
relatorios/historico/validacoes/VALIDACAO_LOCAL_V36.md,VALIDACAO_LOCAL_V36.md,validacao_local,36,V031_V060,38,1343,VALIDAÇÃO LOCAL V36,# VALIDAÇÃO LOCAL V36 | ## Ambiente e execução | Base usada na validação: | - repositório derivado da V35; | - nova planilha substituindo `dados/dados_financeiros.xlsx`; | - cache CDI mantido em `dados/cache_bcb.json`;
relatorios/historico/validacoes/VALIDACAO_LOCAL_V37.md,VALIDACAO_LOCAL_V37.md,validacao_local,37,V031_V060,40,1616,VALIDAÇÃO LOCAL V37,# VALIDAÇÃO LOCAL V37 | ## Ambiente | - data de referência da execução: `2026-04-16` | - cache CDI: último fator disponível em `2026-04-15` | - fechamento da referência em `2026-04-16`: fallback controlado para o último fator disponível | ## Comandos executados
relatorios/historico/validacoes/VALIDACAO_LOCAL_V38.md,VALIDACAO_LOCAL_V38.md,validacao_local,38,V031_V060,15,514,VALIDAÇÃO LOCAL V38,"# VALIDAÇÃO LOCAL V38 | ## Escopo | Esta versão contém atualização documental da baseline, sem alteração adicional de lógica operacional além do que já havia sido consolidado na V37. | ## Arquivos atualizados"
relatorios/historico/validacoes/VALIDACAO_LOCAL_V39.md,VALIDACAO_LOCAL_V39.md,validacao_local,39,V031_V060,33,1299,VALIDAÇÃO LOCAL V39,# VALIDAÇÃO LOCAL V39 | ## Escopo | Esta versão consolida uma limpeza documental ampliada do repositório e a remoção de artefatos temporários proibidos do pacote final. | ## Alterações executadas
relatorios/historico/validacoes/VALIDACAO_LOCAL_V40.md,VALIDACAO_LOCAL_V40.md,validacao_local,40,V031_V060,26,819,VALIDAÇÃO LOCAL V40,# VALIDAÇÃO LOCAL V40 | ## Execuções realizadas | ```bash | python -m compileall aplicacao nucleo scripts | python aplicacao/principal.py | python scripts/gerar_planilha_operacional.py
relatorios/historico/validacoes/VALIDACAO_LOCAL_V41.md,VALIDACAO_LOCAL_V41.md,validacao_local,41,V031_V060,22,872,Validação local V41,# Validação local V41 | ## Procedimentos executados | - `python -m compileall aplicacao nucleo scripts` | - `python aplicacao/principal.py` | - `python scripts/gerar_planilha_operacional.py` | ## Resultado auditado
relatorios/historico/validacoes/VALIDACAO_LOCAL_V42.md,VALIDACAO_LOCAL_V42.md,validacao_local,42,V031_V060,30,1226,Validação local V42,# Validação local V42 | ## Procedimentos executados | - `python -m compileall aplicacao nucleo scripts` | - `python aplicacao/principal.py` | - `python scripts/gerar_planilha_operacional.py` | ## Resultado reproduzido com o cache atual do repositório
relatorios/historico/validacoes/VALIDACAO_LOCAL_V45.md,VALIDACAO_LOCAL_V45.md,validacao_local,45,V031_V060,26,1097,Validação local V45,# Validação local V45 | ## Procedimentos executados | - `python -m compileall aplicacao nucleo scripts` | - `python aplicacao/principal.py` | - `python scripts/gerar_planilha_operacional.py` | ## Resultado da execução local
relatorios/historico/validacoes/VALIDACAO_LOCAL_V48.md,VALIDACAO_LOCAL_V48.md,validacao_local,48,V031_V060,23,979,VALIDAÇÃO LOCAL V47,# VALIDAÇÃO LOCAL V47 | ## Execução realizada | - `python -m compileall aplicacao nucleo scripts` | - `python aplicacao/principal.py` | - `python scripts/gerar_planilha_operacional.py` | ## Resultado
relatorios/historico/validacoes/VALIDACAO_LOCAL_V50.md,VALIDACAO_LOCAL_V50.md,validacao_local,50,V031_V060,17,555,Validação local V50,# Validação local V50 | Validações executadas nesta versão: | - `python -m compileall aplicacao nucleo scripts` | - `python aplicacao/principal.py` | - `python scripts/gerar_planilha_operacional.py`
relatorios/historico/validacoes/VALIDACAO_LOCAL_V51.md,VALIDACAO_LOCAL_V51.md,validacao_local,51,V031_V060,22,669,Validação local V51,# Validação local V51 | Validações executadas nesta versão: | - `python -m compileall aplicacao nucleo scripts` | - `python aplicacao/principal.py` | - `python scripts/gerar_planilha_operacional.py`
relatorios/historico/validacoes/VALIDACAO_LOCAL_V52.md,VALIDACAO_LOCAL_V52.md,validacao_local,52,V031_V060,27,822,Validação local V52,# Validação local V52 | Validações executadas nesta versão: | - `python -m compileall aplicacao nucleo scripts` | - `python aplicacao/principal.py` | - `python scripts/gerar_planilha_operacional.py`
relatorios/historico/validacoes/VALIDACAO_LOCAL_V55.md,VALIDACAO_LOCAL_V55.md,validacao_local,55,V031_V060,9,581,Validação local V55,# Validação local V55 | - código e contrato alinhados à regra de aquisição de dados com download primeiro e fallback depois; | - `nucleo/cache_cdi_bcb.py` atualizado para tentar fetch online antes do cache local; | - `nucleo/leitor_planilha.py` atualizado para tentar download da planilha antes do fallback local; | - contrato executável atualizado com a nova regra. | - `python aplicacao/console/principal.py` executou com a nova regra de aquisição de dados;
relatorios/historico/validacoes/VALIDACAO_LOCAL_V58.md,VALIDACAO_LOCAL_V58.md,validacao_local,58,V031_V060,37,1747,Validação local V58,# Validação local V58 | ## Escopo validado | - contexto canônico da baseline centralizado em `nucleo/contexto_baseline.py`; | - console modularizado por seções; | - identidade de versão e nomes de artefatos centralizados; | - wrappers antigos preservados.
relatorios/historico/validacoes/VALIDACAO_LOCAL_V59.md,VALIDACAO_LOCAL_V59.md,validacao_local,59,V031_V060,39,1553,Validação local V59,# Validação local V59 | ## Escopo validado | - identidade da baseline atualizada para V59; | - remoção do ramo residual `menos_1_dia`; | - consistência do índice documental vigente; | - checagem mínima automática de release;
relatorios/historico/validacoes/VALIDACAO_LOCAL_V6.md,VALIDACAO_LOCAL_V6.md,validacao_local,6,V001_V030,33,1374,Validação local da V6,"# Validação local da V6 | Esta validação foi executada localmente antes da entrega da versão V6, em conformidade | com a regra operacional de testar e corrigir o que for possível antes do envio do | repositório. | ## Comandos executados"
relatorios/historico/validacoes/VALIDACAO_LOCAL_V60.md,VALIDACAO_LOCAL_V60.md,validacao_local,60,V031_V060,39,1578,Validação local V60,# Validação local V60 | ## Escopo validado | - identidade da baseline atualizada para V60; | - checagem mínima de release mantida como gate obrigatório; | - contrato mínimo da F1 documentado e validado; | - script diagnóstico da F1 e wrapper de compatibilidade executáveis.
